"","ST_CASE","OBJECT_ID","FID","LATITUDE","LONGITUD","PERMVIT","PERSONS","MONTH","DAY_WEEK","HOUR","ROUTE","SP_JUR","HARM_EV","RELJCT1","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER","FATALS","STATE","A_RU","A_INTER","A_TOD","A_DOW","A_CT","A_MC","A_SPCRA","A_PED","A_ROLL","A_POLPUR","A_POSBAC","A_D15_20","A_D65PLS","A_D21_24","A_HR","A_DIST","A_DROWSY","STATE_NAME","drunkDr"
"6834",121069,12,31617,25.87553333,-80.33921111,2,2,5,5,1,9,0,42,0,1,1,0,4,3,1,1,12,3,3,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,"Florida",1
"6835",121070,12,30397,27.97835,-81.66076111,3,3,5,6,22,3,0,12,0,2,2,0,1,3,1,2,12,2,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,"Florida",1
"6836",121071,12,29093,29.61526944,-81.58451389,3,3,5,7,22,2,0,12,0,2,3,0,1,2,1,2,12,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,"Florida",2
"6837",121072,12,27844,30.31604444,-85.46199167,3,3,6,2,3,9,0,12,0,1,1,0,1,2,1,1,12,3,3,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,"Florida",0
"6838",121073,12,30743,27.44371667,-81.29358889,1,1,6,3,12,2,0,8,0,1,1,0,4,1,10,1,12,1,2,1,1,1,2,2,1,2,2,3,2,1,2,2,2,2,"Florida",0
"6839",121074,12,30143,28.26237778,-81.43314722,2,2,6,3,0,2,0,30,0,1,1,0,4,2,1,1,12,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,"Florida",1
"6840",121075,12,31317,26.2116,-80.10675278,5,5,6,4,20,2,0,12,0,2,2,0,1,3,1,1,12,2,2,2,1,3,2,2,2,2,2,3,2,1,1,2,2,2,"Florida",0
"6841",121076,12,30150,28.25213611,-81.66723056,1,1,6,5,11,9,0,1,0,1,1,0,5,1,1,1,12,3,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Florida",0
"6842",121077,12,30082,28.33749444,-81.67203333,6,6,6,7,9,9,0,12,0,3,2,4,1,1,1,1,12,3,3,1,2,3,2,2,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6843",121078,12,27108,30.75617778,-86.56931389,1,1,6,7,9,9,0,8,0,3,2,0,1,1,1,1,12,3,3,1,2,1,2,2,1,2,2,3,2,2,2,2,1,2,"Florida",0
"6844",121079,12,29580,29.10171111,-82.06163889,3,3,6,1,9,3,0,12,0,1,1,0,1,1,10,2,12,2,2,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,"Florida",0
"6845",121080,12,31864,24.76703056,-80.94488889,4,4,6,1,15,2,0,12,0,1,1,0,1,1,1,1,12,2,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6846",121081,12,31658,25.83334722,-80.20668056,2,2,6,2,9,1,0,12,0,1,1,0,1,1,1,1,12,2,1,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6847",121082,12,30786,27.352375,-82.50567778,1,1,6,3,20,9,0,15,0,3,2,0,1,3,2,1,12,3,3,2,1,1,2,2,2,2,2,3,1,2,2,1,2,2,"Florida",0
"6848",121083,12,27788,30.33755278,-81.41404444,1,1,6,4,12,9,0,9,0,3,2,0,1,1,10,1,12,3,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,"Florida",0
"6849",121084,12,29790,28.73842222,-81.87135833,1,1,6,4,8,2,0,8,0,1,1,0,2,1,1,1,12,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,"Florida",0
"6850",121085,12,31443,26.11986667,-80.33652222,1,1,6,4,10,1,0,23,1,5,1,0,4,1,1,1,12,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,"Florida",1
"6851",121086,12,27503,30.4727,-83.84528056,12,12,6,4,12,1,0,12,0,1,1,0,1,1,10,3,12,1,1,1,1,3,2,1,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6852",121087,12,29967,28.49701944,-81.39665278,1,1,6,4,21,2,0,15,0,1,1,0,1,3,2,1,12,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6853",121088,12,31470,26.08506944,-80.20303889,2,2,6,5,4,1,0,25,0,1,1,0,4,2,2,1,12,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,"Florida",2
"6854",121089,12,30174,28.20284444,-82.66638611,3,3,6,5,14,9,0,12,1,2,3,0,1,1,10,1,12,3,3,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6855",121090,12,30533,27.85989444,-82.70016389,4,4,6,5,21,2,0,12,1,2,3,0,1,3,1,1,12,2,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6856",121091,12,29548,29.1634,-81.11792222,3,3,6,5,14,9,0,12,0,1,1,4,1,1,1,1,12,3,3,1,1,3,2,2,1,2,2,3,1,2,2,2,1,2,"Florida",0
"6857",121092,12,27011,30.86708889,-85.16435833,1,1,6,7,1,3,0,34,0,1,1,0,4,6,1,1,12,1,2,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,"Florida",0
"6858",121093,12,31678,25.8121,-80.2321,1,1,6,7,1,3,0,8,0,1,1,0,1,3,10,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6859",121094,12,30955,26.80974167,-80.1343,3,3,6,7,22,9,0,8,0,1,1,0,1,2,1,2,12,3,3,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,"Florida",0
"6860",121095,12,27975,30.25863333,-85.94988056,3,3,6,1,14,9,0,12,0,3,3,0,1,1,1,1,12,3,3,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6861",121096,12,31550,25.95085278,-80.18140278,3,3,6,1,4,1,0,12,0,1,1,0,1,3,1,1,12,2,1,2,2,3,1,2,2,2,2,3,1,2,1,2,2,2,"Florida",0
"6862",121098,12,28669,29.86253889,-82.07403889,3,3,6,2,20,3,0,12,0,1,1,0,1,2,1,1,12,1,2,2,1,2,2,2,2,1,2,3,2,1,2,2,2,2,"Florida",0
"6863",121099,12,29898,28.56256389,-81.30306111,3,3,6,3,15,3,0,12,0,3,4,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6864",121100,12,31681,25.81059444,-80.17942222,2,2,4,2,22,1,0,23,0,1,1,0,4,3,1,1,12,2,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6865",121101,12,30630,27.73398889,-82.67937778,15,15,6,2,16,9,0,12,0,3,2,0,1,1,1,1,12,3,3,1,1,3,2,2,2,1,2,3,2,2,1,2,1,2,"Florida",0
"6866",121102,12,29717,28.85127778,-81.56098056,3,3,6,4,17,3,0,12,0,2,2,0,1,1,1,2,12,1,2,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6867",121103,12,28837,29.75646111,-81.31291667,4,4,6,2,10,2,0,12,0,2,2,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6868",121104,12,30325,28.02154444,-80.58059167,2,2,6,3,20,9,0,12,0,2,2,0,1,3,1,1,12,3,3,2,1,2,1,2,2,2,2,3,2,2,2,2,1,2,"Florida",0
"6869",121105,12,30427,27.96063056,-81.60296944,1,1,6,5,3,9,0,43,0,1,1,0,4,2,1,1,12,3,3,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,"Florida",1
"6870",121106,12,30777,27.37977778,-82.50563889,1,1,6,6,17,9,0,9,0,1,1,0,1,1,10,1,12,3,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,"Florida",0
"6871",121107,12,29089,29.61733056,-82.47271944,2,2,6,6,0,6,0,38,0,1,1,0,5,2,1,1,12,2,2,2,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Florida",1
"6872",121108,12,27933,30.27498056,-81.83192222,2,2,6,6,15,9,0,12,0,3,2,0,1,1,1,1,12,3,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,"Florida",0
"6873",121109,12,31738,25.75535278,-80.31898889,1,1,6,2,1,9,0,38,1,3,3,0,5,2,1,1,12,3,3,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6874",121110,12,31049,26.65246111,-81.81986944,2,2,6,7,21,9,0,33,0,1,1,0,4,3,1,1,12,3,3,2,2,1,2,2,2,1,2,3,2,2,1,2,2,2,"Florida",0
"6875",121111,12,31548,25.95440833,-80.12641944,1,1,6,1,17,9,0,25,0,1,1,0,4,1,1,1,12,3,3,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,"Florida",1
"6876",121112,12,30894,27.04599444,-82.24878611,3,3,1,2,18,9,0,9,0,1,1,0,1,5,1,1,12,3,3,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6877",121113,12,31284,26.24463056,-80.18660833,3,3,6,2,0,9,0,12,0,1,1,0,1,3,1,2,12,3,3,2,2,2,2,1,2,1,2,3,2,2,1,2,2,2,"Florida",1
"6878",121114,12,30862,27.15223889,-82.46696944,3,3,6,1,16,9,0,12,0,2,3,0,1,1,1,1,12,3,3,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6879",121115,12,30538,27.85704722,-82.33338611,2,2,6,2,17,9,0,12,0,2,2,0,1,1,1,1,12,3,3,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6880",121116,12,27567,30.44549167,-84.32184167,1,1,4,5,18,9,0,43,0,1,1,0,5,1,10,1,12,3,3,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,"Florida",1
"6881",121117,12,27261,30.62623056,-86.11701111,2,2,5,7,2,2,0,1,0,1,1,0,4,2,1,1,12,2,2,2,2,1,2,2,2,1,2,3,1,2,2,2,1,2,"Florida",1
"6882",121118,12,31031,26.66970556,-80.67050833,3,3,6,3,22,3,0,8,0,1,1,0,1,3,2,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6883",121119,12,31624,25.87087778,-80.29079167,2,2,6,6,6,3,0,12,0,2,2,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6884",121120,12,29871,28.59652222,-81.79710278,1,1,6,1,14,6,0,1,0,1,1,0,4,1,10,1,12,3,3,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,"Florida",1
"6885",121121,12,31322,26.20591111,-80.13271667,1,1,6,4,21,3,0,8,0,1,1,0,1,3,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6886",121122,12,30794,27.33027222,-82.44764722,1,1,6,5,22,9,0,42,0,1,1,0,5,3,10,1,12,3,3,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,"Florida",1
"6887",121123,12,31797,25.63918889,-80.479925,2,2,6,3,6,3,0,12,0,1,1,0,1,1,1,1,12,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6888",121124,12,31853,25.43751667,-80.4933,1,1,6,5,15,9,0,9,0,2,3,0,1,1,1,1,12,3,3,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6889",121125,12,30323,28.02216944,-81.72867778,3,3,4,5,10,9,0,12,0,8,1,0,1,1,1,1,12,3,3,1,1,2,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6890",121126,12,30768,27.38948889,-82.64106667,2,2,4,1,21,3,0,12,0,1,1,0,1,2,1,1,12,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,"Florida",1
"6891",121127,12,31686,25.80843333,-80.26427222,2,2,4,4,1,9,0,59,0,3,2,0,4,3,1,1,12,3,3,2,1,1,2,2,2,2,2,3,2,2,2,2,1,2,"Florida",0
"6892",121128,12,29969,28.49564722,-81.16711667,2,2,5,6,1,9,0,33,0,1,1,0,4,2,10,1,12,3,3,2,1,2,1,2,2,2,2,3,1,2,2,2,1,2,"Florida",1
"6893",121129,12,29999,28.45295,-80.92528333,6,6,6,1,16,9,0,12,0,1,1,0,1,1,1,1,12,3,3,1,2,2,2,2,2,2,2,3,1,1,2,2,2,2,"Florida",0
"6894",121130,12,30938,26.85526389,-80.0858,2,2,6,2,23,9,0,14,0,1,1,0,4,3,1,2,12,3,3,2,1,1,2,1,2,2,1,3,2,2,2,2,2,2,"Florida",0
"6895",121131,12,29678,28.90801944,-82.03700278,1,1,6,1,21,9,0,12,0,1,1,0,1,2,1,1,12,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6896",121132,12,31697,25.79686667,-80.3851,3,3,6,1,20,9,0,12,0,2,2,0,1,2,10,1,12,3,3,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6897",121133,12,30374,27.99593889,-82.50523056,6,6,6,5,20,3,0,59,0,1,1,0,3,5,10,1,12,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6898",121135,12,30826,27.27076944,-80.86933056,4,4,6,1,15,2,0,12,0,2,3,0,1,1,1,1,12,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,"Florida",1
"6899",121136,12,30119,28.3023,-82.66863056,2,2,6,5,14,9,0,12,1,2,2,0,1,1,10,1,12,3,3,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6900",121137,12,30637,27.71945,-80.96099722,2,2,6,1,16,3,0,1,0,1,1,0,4,1,1,1,12,1,2,1,2,1,2,2,2,1,2,3,2,1,2,2,1,1,"Florida",0
"6901",121138,12,27375,30.54261111,-87.32552222,1,1,6,3,20,9,0,34,0,1,1,0,4,3,1,1,12,3,3,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,"Florida",0
"6902",121139,12,31497,26.02525833,-81.63968056,2,2,6,5,14,2,0,12,0,8,1,0,1,1,10,1,12,1,2,1,1,2,1,2,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6903",121140,12,30677,27.60185833,-80.38168333,1,1,6,4,16,9,0,35,0,8,1,0,4,1,1,1,12,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Florida",0
"6904",121141,12,30381,27.98956667,-82.45115,2,2,6,4,23,3,0,12,0,2,2,0,1,3,1,1,12,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6905",121142,12,30784,27.36212778,-80.81950278,1,1,6,5,4,2,0,41,0,1,1,0,4,2,1,1,12,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,"Florida",0
"6906",121143,12,29582,29.09941111,-81.33676111,2,2,6,5,11,2,0,1,0,1,1,0,2,1,1,1,12,2,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,"Florida",0
"6907",121144,12,28674,29.85546111,-81.2802,1,1,6,4,1,3,0,8,0,1,1,0,1,2,10,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,2,"Florida",0
"6908",121145,12,28848,29.74909722,-82.58223056,2,2,6,7,0,9,0,1,0,2,3,0,1,2,10,1,12,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,"Florida",0
"6909",121146,12,31212,26.34685,-81.76279167,1,1,6,7,1,9,0,1,0,1,1,0,4,3,1,1,12,3,3,2,2,1,1,1,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6910",121147,12,30289,28.04503889,-82.42618056,3,3,6,7,17,9,0,12,0,2,3,0,1,1,1,1,12,3,3,1,2,3,1,2,2,2,2,1,1,1,1,2,2,2,"Florida",1
"6911",121148,12,29858,28.61277222,-81.43222778,1,1,6,5,8,2,0,8,0,3,2,0,1,1,1,1,12,2,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6912",121149,12,27374,30.54276111,-87.38039444,2,2,6,7,19,9,0,9,0,1,1,0,1,2,10,1,12,3,3,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6913",121150,12,30067,28.35678056,-81.37326389,1,1,6,4,11,9,0,33,0,1,1,0,4,1,1,1,12,3,3,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6914",121151,12,30260,28.06930556,-82.46009167,2,2,6,2,16,9,0,12,0,8,1,0,1,1,1,1,12,3,3,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6915",121152,12,31106,26.58183056,-81.71393056,1,1,6,6,4,3,0,8,0,1,1,0,1,2,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6916",121153,12,31455,26.10591667,-80.20813056,1,1,7,7,1,9,0,24,0,3,3,0,4,3,1,1,12,3,3,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6917",121154,12,31509,26.00809444,-80.28082778,1,1,6,2,7,9,0,9,0,2,2,0,1,1,1,1,12,3,3,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6918",121155,12,31757,25.73303056,-80.31863889,2,2,6,2,5,3,0,12,0,1,1,0,1,3,1,1,12,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6919",121156,12,28445,30.00456389,-81.60761111,1,1,6,3,18,3,0,8,0,1,1,4,1,1,1,1,12,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,"Florida",0
"6920",121157,12,30885,27.08566389,-82.34733611,1,1,6,5,2,9,0,33,0,1,1,0,4,3,10,1,12,3,3,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,"Florida",1
"6921",121158,12,30543,27.85061944,-82.096275,1,1,6,4,13,9,0,30,0,1,1,0,4,1,1,1,12,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"Florida",0
"6922",121159,12,29787,28.74633056,-81.69248889,1,1,6,5,22,4,0,59,0,1,1,0,4,2,1,1,12,3,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,"Florida",1
"6923",121160,12,30200,28.15404444,-81.83394167,4,4,6,6,22,9,0,12,0,1,1,0,1,2,1,1,12,3,3,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6924",121161,12,29430,29.34300833,-81.31085833,4,4,6,6,11,3,0,12,0,2,2,0,1,1,1,2,12,1,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6925",121162,12,29839,28.64429167,-81.32242222,2,2,6,4,12,3,0,12,0,2,2,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6926",121163,12,29851,28.62061944,-82.18285,13,13,6,3,9,9,0,12,0,1,1,0,1,1,1,1,12,3,3,1,1,3,2,1,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6927",121164,12,27908,30.28545556,-81.39126389,2,2,7,1,1,9,0,8,0,1,1,0,1,3,1,1,12,3,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,"Florida",1
"6928",121165,12,31310,26.22554444,-80.12824444,1,1,6,3,10,9,0,12,0,1,1,0,1,1,1,1,12,3,3,1,1,2,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6929",121166,12,29700,28.87365,-82.09226944,1,1,6,3,22,9,0,8,0,1,1,0,1,3,1,1,12,3,3,2,1,1,2,2,1,2,2,3,2,2,1,2,2,2,"Florida",0
"6930",121167,12,29745,28.81179167,-80.96391389,2,2,6,3,11,9,0,1,0,1,1,0,4,1,10,1,12,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,"Florida",0
"6931",121168,12,30898,27.03286944,-81.96678611,1,1,6,7,15,8,0,1,0,1,1,0,1,1,1,1,12,1,2,1,2,1,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6932",121169,12,29973,28.48894167,-80.77439722,1,1,6,1,3,2,0,32,0,1,1,0,4,3,1,1,12,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,"Florida",1
"6933",121170,12,28255,30.12723056,-85.22580556,1,1,6,5,5,3,0,32,0,1,1,0,4,2,1,1,12,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,"Florida",0
"6934",121171,12,27620,30.42018889,-87.23101667,1,1,6,6,23,9,0,8,0,1,1,0,1,2,10,1,12,3,3,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6935",121172,12,31396,26.15313611,-80.23325,1,1,6,7,4,6,0,33,0,1,1,0,3,3,1,1,12,2,2,2,2,1,2,1,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6936",121173,12,28203,30.15961111,-81.83141944,1,1,6,7,1,3,0,1,0,1,1,4,5,2,1,1,12,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,"Florida",1
"6937",121174,12,30467,27.93438056,-80.52898333,2,2,6,7,21,2,0,8,0,2,3,0,1,2,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6938",121175,12,29789,28.74450278,-80.89178611,2,2,6,7,18,9,0,1,0,3,3,0,4,1,1,1,12,3,3,2,2,1,2,2,2,1,2,3,2,2,1,2,2,2,"Florida",0
"6939",121176,12,29608,29.04455278,-81.30390556,1,1,6,4,6,9,0,8,0,3,3,0,1,1,1,1,12,3,3,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6940",121177,12,31493,26.03260833,-80.190225,4,4,6,5,15,3,0,12,0,2,2,0,1,1,1,2,12,2,2,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,"Florida",0
"6941",121178,12,29067,29.64221111,-82.31493611,1,1,6,1,4,9,0,34,0,3,3,0,4,2,10,1,12,3,3,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,"Florida",1
"6942",121179,12,27660,30.40386944,-84.30398889,1,1,6,2,21,6,0,9,0,1,1,0,1,3,1,1,12,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6943",121180,12,31366,26.17039722,-80.13437778,6,6,6,2,23,9,0,12,0,2,2,0,1,3,1,1,12,3,3,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6944",121181,12,29985,28.46703889,-82.6214,2,2,6,7,21,2,0,8,0,3,3,0,1,2,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,"Florida",0
"6945",121182,12,30501,27.89366111,-82.26865833,1,1,6,3,21,9,0,9,0,1,1,0,1,3,1,1,12,3,3,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6946",121183,12,27154,30.71154444,-86.57856389,6,6,5,2,8,9,0,12,0,1,1,0,1,1,1,1,12,3,3,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6947",121184,12,30377,27.99402778,-82.72931111,3,3,5,6,23,2,0,33,0,1,1,0,4,3,1,1,12,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6948",121185,12,30481,27.91063333,-82.40195833,2,2,5,5,15,2,0,12,0,2,3,0,1,1,1,1,12,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6949",121186,12,27694,30.38766667,-81.71598611,1,1,7,4,23,9,0,8,0,3,2,0,1,3,1,1,12,3,3,2,1,1,2,2,1,2,2,3,2,2,1,2,1,2,"Florida",0
"6950",121187,12,31787,25.67470556,-80.38849444,2,2,7,4,6,3,0,5,0,1,1,0,1,4,10,1,12,2,2,1,1,2,1,2,2,2,2,3,2,2,2,1,2,2,"Florida",0
"6951",121188,12,31068,26.62798056,-81.87236389,2,2,7,4,15,2,0,12,0,2,2,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6952",121189,12,31379,26.16546944,-80.17092778,2,2,7,6,2,3,0,33,0,3,2,0,4,3,10,1,12,2,2,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6953",121190,12,27945,30.26958889,-81.61168889,3,3,6,4,7,9,0,12,0,1,1,0,1,1,1,1,12,3,3,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6954",121191,12,31623,25.87098056,-80.26698056,3,3,6,5,17,3,0,12,0,2,3,0,1,1,10,1,12,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6955",121192,12,31812,25.58385,-80.42954444,2,2,6,5,20,9,0,12,0,1,1,0,1,1,1,1,12,3,3,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,"Florida",1
"6956",121193,12,30263,28.06599722,-82.48403056,6,6,6,6,15,9,0,12,0,2,2,0,1,1,10,1,12,3,3,1,1,3,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6957",121194,12,30540,27.85246389,-82.69325278,1,1,6,2,21,2,0,8,0,1,1,0,1,3,1,1,12,2,2,2,1,1,2,2,1,2,2,3,2,1,2,2,2,2,"Florida",0
"6958",121195,12,29704,28.87183333,-81.28431111,3,3,6,3,7,5,0,12,0,2,3,0,1,1,1,1,12,2,2,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,"Florida",0
"6959",121196,12,31799,25.63555,-80.370775,1,1,6,3,15,9,0,38,0,3,3,0,5,1,1,1,12,3,3,1,1,1,1,2,2,2,2,3,1,2,2,2,2,2,"Florida",0
"6960",121197,12,30387,27.98516111,-82.40304722,1,1,6,7,18,9,0,9,0,1,1,0,1,1,1,1,12,3,3,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6961",121198,12,31642,25.85055833,-80.12155278,1,1,6,7,3,3,0,8,0,3,2,0,1,3,1,1,12,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,2,"Florida",0
"6962",121199,12,30383,27.988875,-81.89418333,12,12,6,7,10,9,0,12,0,3,2,0,1,1,1,1,12,3,3,1,2,3,2,2,2,2,2,3,2,1,1,2,2,2,"Florida",0
"6963",121200,12,30920,26.94224167,-80.20336667,3,3,6,1,21,9,0,12,0,1,1,0,1,3,1,1,12,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,"Florida",0
"6964",121201,12,28760,29.80667778,-82.03460278,1,1,6,1,0,9,0,32,0,1,1,0,4,3,1,1,12,3,3,2,2,1,2,1,2,2,2,3,2,2,2,2,1,2,"Florida",0
"6965",121202,12,27969,30.26151111,-82.16301944,3,3,6,2,5,1,0,59,0,1,1,0,4,2,2,1,12,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,"Florida",0
"6966",121203,12,29487,29.24708889,-82.2913,4,4,6,2,12,9,0,12,1,2,2,0,1,1,1,1,12,3,3,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,"Florida",1
"6967",121204,12,31468,26.08678056,-80.17488333,1,1,6,1,16,3,0,8,0,1,1,0,1,1,1,1,12,2,2,1,2,1,2,2,1,2,2,3,2,1,2,2,2,2,"Florida",0
"6968",121205,12,30770,27.38879722,-82.53156111,2,2,6,3,2,9,0,35,0,1,1,0,3,3,10,2,12,3,3,2,1,1,2,1,2,2,2,3,2,2,2,2,2,2,"Florida",0
"6969",121206,12,30705,27.50458056,-81.43336111,1,1,6,3,21,4,0,8,0,1,1,0,1,2,2,1,12,3,3,2,1,1,2,2,1,2,2,3,2,1,2,2,2,2,"Florida",0
"6970",121207,12,28290,30.10359167,-81.50315833,2,2,6,3,14,1,0,20,0,1,1,4,3,1,1,1,12,1,1,1,1,2,2,2,2,1,2,3,2,1,2,2,2,2,"Florida",0
